group,biological_replicate,name,major_axis,minor_axis,convex_area,gyration_radius,eigenvalues_ratio,eigenentropy,perimeter,convex_perimeter,aspect_ratio,form_ratio,rectangularity,circularity,convex_circularity,convexity,solidity,fiber_length,fiber_width,curl,major_axis_norm_area,minor_axis_norm_area,elastic_energy_norm_area,bending_energy_norm_area,nucleus_radius,locs_density,locs_number,elastic_energy,bending_energy,periphery_loc_density,interior_loc_density,periphery_cluster_density,interior_cluster_density,model_lad_thickness,periphery_to_interior_loc_density_ratio,periphery_to_interior_dbscan_cluster_density_ratio,log_voronoi_density_40,log_voronoi_density_70,reduced_log_voronoi_density_40,reduced_log_voronoi_density_70,log_interior_dbscan_cluster_radius_mean,log_interior_dbscan_cluster_radius_std,log_interior_dbscan_cluster_radius_skewness,log_interior_dbscan_cluster_gyration_radius_mean,log_interior_dbscan_cluster_gyration_radius_std,log_interior_dbscan_cluster_gyration_radius_skewness,log_interior_dbscan_cluster_density_mean,log_interior_dbscan_cluster_density_std,log_interior_dbscan_cluster_density_skewness,log_interior_dbscan_cluster_n_locs_mean,log_interior_dbscan_cluster_n_locs_std,log_interior_dbscan_cluster_spacing_mean,log_interior_dbscan_cluster_spacing_std,log_interior_dbscan_cluster_spacing_skewness,log_periphery_dbscan_cluster_radius_mean,log_periphery_dbscan_cluster_radius_std,log_periphery_dbscan_cluster_radius_skewness,log_periphery_dbscan_cluster_gyration_radius_mean,log_periphery_dbscan_cluster_gyration_radius_std,log_periphery_dbscan_cluster_gyration_radius_skewness,log_periphery_dbscan_cluster_density_mean,log_periphery_dbscan_cluster_density_std,log_periphery_dbscan_cluster_density_skewness,log_periphery_dbscan_cluster_n_locs_mean,log_periphery_dbscan_cluster_n_locs_std,log_model_lad_segment_length_mean,log_model_lad_segment_length_std,log_model_lad_segment_length_skewness,log_model_lad_segment_thickness_mean,log_model_lad_segment_thickness_std,log_model_lad_segment_thickness_skewness,log_voronoi_density_mean,log_voronoi_density_std,log_voronoi_density_skewness,log_border_curvature_mean,log_border_curvature_std,log_border_curvature_skewness,reduced_log_voronoi_density_mean,interior_dbscan_cluster_n_locs,interior_dbscan_cluster_n_clusters,periphery_dbscan_cluster_n_locs,periphery_dbscan_cluster_n_clusters,radial_loc_density_ring_01,radial_loc_density_ring_02,radial_loc_density_ring_03,radial_loc_density_ring_04,radial_loc_density_ring_05,radial_loc_density_ring_06,radial_loc_density_ring_07,radial_loc_density_ring_08,radial_loc_density_ring_09,radial_loc_density_ring_10,radial_dbscan_cluster_density_ring_01,radial_dbscan_cluster_density_ring_02,radial_dbscan_cluster_density_ring_03,radial_dbscan_cluster_density_ring_04,radial_dbscan_cluster_density_ring_05,radial_dbscan_cluster_density_ring_06,radial_dbscan_cluster_density_ring_07,radial_dbscan_cluster_density_ring_08,radial_dbscan_cluster_density_ring_09,radial_dbscan_cluster_density_ring_10,radial_loc_density_ring_gradient_major_axis,radial_loc_density_ring_gradient_minor_axis,radial_dbscan_cluster_density_ring_gradient_major_axis,radial_dbscan_cluster_density_ring_gradient_minor_axis,voronoi_cluster_018nm^2_log_radius_mean,voronoi_cluster_018nm^2_log_radius_std,voronoi_cluster_018nm^2_log_radius_skewness,voronoi_cluster_018nm^2_log_density_mean,voronoi_cluster_018nm^2_log_density_std,voronoi_cluster_018nm^2_log_density_skewness,voronoi_cluster_018nm^2_log_gyration_radius_mean,voronoi_cluster_018nm^2_log_gyration_radius_std,voronoi_cluster_018nm^2_log_gyration_radius_skewness,voronoi_cluster_032nm^2_log_radius_mean,voronoi_cluster_032nm^2_log_radius_std,voronoi_cluster_032nm^2_log_radius_skewness,voronoi_cluster_032nm^2_log_density_mean,voronoi_cluster_032nm^2_log_density_std,voronoi_cluster_032nm^2_log_density_skewness,voronoi_cluster_032nm^2_log_gyration_radius_mean,voronoi_cluster_032nm^2_log_gyration_radius_std,voronoi_cluster_032nm^2_log_gyration_radius_skewness,voronoi_cluster_056nm^2_log_radius_mean,voronoi_cluster_056nm^2_log_radius_std,voronoi_cluster_056nm^2_log_radius_skewness,voronoi_cluster_056nm^2_log_density_mean,voronoi_cluster_056nm^2_log_density_std,voronoi_cluster_056nm^2_log_density_skewness,voronoi_cluster_056nm^2_log_gyration_radius_mean,voronoi_cluster_056nm^2_log_gyration_radius_std,voronoi_cluster_056nm^2_log_gyration_radius_skewness,voronoi_cluster_100nm^2_log_radius_mean,voronoi_cluster_100nm^2_log_radius_std,voronoi_cluster_100nm^2_log_radius_skewness,voronoi_cluster_100nm^2_log_density_mean,voronoi_cluster_100nm^2_log_density_std,voronoi_cluster_100nm^2_log_density_skewness,voronoi_cluster_100nm^2_log_gyration_radius_mean,voronoi_cluster_100nm^2_log_gyration_radius_std,voronoi_cluster_100nm^2_log_gyration_radius_skewness,voronoi_cluster_018nm^2_clusters_per_nucleus_area,voronoi_cluster_032nm^2_clusters_per_nucleus_area,voronoi_cluster_056nm^2_clusters_per_nucleus_area,voronoi_cluster_100nm^2_clusters_per_nucleus_area
CtrlhFb,20201209,13,16887.82362,10496.00008,142734120.1,5324.684411,2.15873703,0.624266344,45349.52533,44543.64712,1.608977086,0.514889175,0.828444884,0.897274866,0.903995191,0.982229622,1.02880562,15616.33558,9403.336921,1.081420384,0.000115004,7.15E-05,0.010711001,0.000247351,6836.843343,0.015765879,2315151,1572863.994,36322.414,0.018899809,0.01456219,6.04E-06,8.41E-06,494.8040601,1.297868565,0.718034178,-1.698609371,-1.386085556,0.105036933,0.417560748,1.688427262,0.31733891,1.172197992,1.610142575,0.313274644,1.280694003,-1.711331388,0.16716817,0.373965867,2.16267301,0.594207779,2.48420795,0.127127787,0.184103966,1.774880095,0.462336437,1.405298656,1.70489863,0.508667667,1.567656763,-1.69851018,0.15836463,0.067032196,2.348399884,0.904432262,2.936801956,0.094900256,0.020135396,2.521200791,0.660338415,-2.794116808,-1.595952338,0.420883154,0.091727707,-3.535247213,0.511642409,-0.938344073,0.207693966,2138115,1055,1203750,83,0.012684657,0.011039245,0.012920406,0.011978557,0.014189279,0.014201534,0.014850917,0.016037446,0.016449748,0.024818671,8.62E-06,9.58E-06,6.61E-06,7.70E-06,9.58E-06,7.71E-06,7.57E-06,9.00E-06,8.28E-06,4.65E-06,3.00E-07,4.82E-07,-1.35E-11,-2.17E-11,0.78436161,0.170765271,1.908847463,-1.062935479,0.063517647,0.729463367,0.675151719,0.239409044,0.821427935,0.947803498,0.214984879,1.913690857,-1.306212957,0.063812504,0.569097187,0.843729236,0.277244907,1.054921139,1.096596183,0.250745256,2.122119038,-1.546642402,0.068990219,0.522180415,0.989551133,0.30876921,1.350986617,1.20417312,0.229099119,2.276755543,-1.788513298,0.076496611,0.769732281,1.086575298,0.286067329,1.381874299,0.000106002,0.000136218,9.13E-05,3.42E-05
CtrlhFb,20201209,14,17229.56123,10330.75259,136240261.7,5287.277647,2.158999054,0.624246135,45309.01822,44159.72037,1.667793423,0.472417872,0.78789542,0.858450612,0.877935689,0.974634236,1.029364734,14781.84931,9487.373179,1.165589018,0.000122857,7.37E-05,0.01332352,0.000229023,6681.322587,0.016948513,2376875,1868502.674,32118.376,0.02145551,0.015217451,3.39E-06,5.86E-06,983.7165469,1.409928011,0.578578579,-1.649626231,-1.339788186,0.12383987,0.433677915,1.702729649,0.312222064,1.22457516,1.619330259,0.308760294,1.335277861,-1.73458613,0.165806837,0.143741935,2.168023041,0.603947457,2.563152264,0.129130132,0.273778778,1.955091935,0.613352869,0.785203247,1.89250657,0.646300017,0.945290088,-1.706894688,0.19381117,0.067471166,2.700439054,1.230239693,2.919296516,0.122100632,2.841513298,2.95736309,0.187308585,-0.225189568,-1.553290471,0.423069382,-0.024522892,-3.643751814,0.570041839,-1.021312953,0.220175631,1400793,673,2408484,53,0.009294945,0.011884186,0.014531988,0.012320262,0.011626112,0.016366591,0.016764653,0.017525818,0.020058663,0.020520968,9.30E-06,6.44E-06,8.73E-06,6.23E-06,6.20E-06,5.27E-06,5.39E-06,4.77E-06,3.66E-06,2.52E-06,5.25E-07,8.76E-07,-2.86E-10,-4.77E-10,0.782639543,0.168505105,2.09756705,-1.064915171,0.061889605,0.724238694,0.675663654,0.239208318,0.934089644,0.939024204,0.211238189,2.234057896,-1.308162908,0.063206922,0.635483896,0.833771536,0.276503177,1.187927237,1.076201014,0.238519342,2.512239523,-1.549887334,0.068260654,0.551177631,0.967703098,0.298303791,1.546359448,1.188892964,0.21179278,2.338505047,-1.79086551,0.07551468,0.814055667,1.06986383,0.270071585,1.25120428,0.000127844,0.000141207,8.58E-05,3.13E-05
CtrlhFb,20201209,15,15114.6309,12934.53429,149168369.5,5222.173153,1.382026452,0.6802308,45647.7476,44733.90875,1.16854852,0.659215851,0.770325707,0.90822592,0.936726726,0.979980637,1.009592211,15924.90934,9456.833997,0.949118804,0.000100363,8.59E-05,0.012534296,0.000312459,6923.671126,0.014117629,2126104,1887655.282,47056.09579,0.017627168,0.012769675,8.06E-06,8.35E-06,477.2620575,1.380392876,0.965252381,-1.72930525,-1.4006164,0.122873315,0.451562165,1.680957871,0.30200424,1.067715581,1.601445253,0.304083684,1.155742114,-1.707720517,0.171502182,0.352807608,2.151345097,0.573334456,2.48510068,0.114074162,0.117877217,1.829912521,0.434578307,0.861020326,1.757085779,0.464667569,1.073097149,-1.651885973,0.169813725,0.543764974,2.505088941,0.825053846,2.924600813,0.127358593,2.570268014,2.60343962,0.217010336,-0.719901608,-1.627906704,0.432790265,-0.067635047,-3.619545808,0.567803599,-1.201717319,0.22427186,1858455,1133,1052271,113,0.010289431,0.011450865,0.010276536,0.011977433,0.010673464,0.012999429,0.013464929,0.014828747,0.014614254,0.016833197,5.86E-06,1.04E-05,8.08E-06,7.26E-06,7.82E-06,8.53E-06,7.72E-06,9.07E-06,6.09E-06,5.55E-06,3.36E-07,3.92E-07,7.49E-11,8.76E-11,0.790801308,0.177472571,1.800458819,-1.06071345,0.064081561,0.662584746,0.682379889,0.244134909,0.833287342,0.950359153,0.216126555,1.825303339,-1.303928488,0.065686619,0.613170215,0.844390187,0.27873801,0.984341321,1.101782577,0.25580871,1.95879349,-1.544015428,0.070897358,0.522693942,0.995218981,0.313382282,1.269257418,1.213865532,0.252173373,2.410420167,-1.785100782,0.081169093,0.76944351,1.09694633,0.307182234,1.603604668,8.99E-05,0.000116103,8.31E-05,3.76E-05
CtrlhFb,20201209,16,18165.83451,10619.54448,155344816,5622.571106,2.529085634,0.596098328,49813.76408,47612.28424,1.710603928,0.4684,0.801246879,0.782778228,0.861129751,0.955805792,0.99501775,13172.70731,11734.17473,1.379050949,0.000117524,6.87E-05,0.01289769,0.000236522,7014.37306,0.013296168,2055200,1993606.959,36559.48112,0.002473894,0.012505033,1.37E-06,8.95E-06,459.6122804,0.19783186,0.153518142,-1.765859693,-1.447520054,0.11288275,0.431222388,1.672335819,0.298349717,0.942614739,1.595956308,0.299466302,0.951301701,-1.695892301,0.171320061,0.444798775,2.145929209,0.544389779,2.467320736,0.114319818,0.192331213,1.73829385,0.452467426,0.966378219,1.673000755,0.467899266,1.031108018,-1.645023222,0.209612608,0.7101814,2.32871435,0.812220033,2.97694745,0.088740817,-0.141931967,2.327157069,0.849487051,-1.979565383,-1.664896556,0.424068324,-0.00298745,-3.722950676,0.58896612,-0.790143163,0.213845886,1637133,1229,904320,137,0.013708356,0.012887087,0.010524348,0.011748322,0.009556835,0.013256251,0.01342242,0.013301351,0.013357232,0.017700151,9.90E-06,9.02E-06,1.03E-05,8.58E-06,8.36E-06,7.74E-06,7.67E-06,7.88E-06,8.08E-06,7.75E-06,3.34E-08,5.72E-08,-1.65E-10,-2.83E-10,0.781447346,0.167161025,1.653009794,-1.061008523,0.064763448,0.751017672,0.669402973,0.235055352,0.654634469,0.952747096,0.213345044,1.64460717,-1.302602371,0.065810863,0.602020531,0.848119031,0.274721311,0.86699532,1.10558984,0.253100783,1.860433357,-1.543188591,0.071237574,0.506785726,0.999098928,0.311135154,1.176921238,1.22217731,0.24995163,2.333557771,-1.783093177,0.081292774,0.74563831,1.10850827,0.305697101,1.544499221,7.84E-05,0.000113139,8.72E-05,4.08E-05
CtrlhFb,20201209,17,15324.10133,14901.08891,163434180.1,5061.255053,1.156714624,0.690504854,48058.45827,46788.01602,1.028388021,0.7232444,0.743775877,0.924070923,0.938174215,0.973564648,1.039183449,17063.09272,9953.535251,0.898084631,9.02E-05,8.77E-05,0.010967422,0.00037468,7352.628418,0.010810926,1836107,1862686.07,63634.8722,0.008544439,0.011681445,6.94E-06,1.25E-05,85.85028575,0.731453921,0.554282798,-1.849623004,-1.509655613,0.118527957,0.458495347,1.622795365,0.281846528,0.920934796,1.54367609,0.286487587,0.91306646,-1.638773383,0.193662025,0.412220738,2.10396722,0.488337236,2.407554035,0.117516647,0.295168866,1.7083534,0.310774029,0.926297793,1.622583132,0.320965849,0.860043137,-1.728558743,0.209395005,0.935690749,2.185297929,0.55399249,2.966165656,0.0775921,-0.493207005,1.182199422,1.008311888,-0.027487608,-1.735437548,0.449846886,0.100126935,-3.718035538,0.546230208,-0.974625475,0.232713413,1744746,1787,107868,76,0.009164594,0.01140463,0.012836788,0.011964347,0.010957688,0.012380738,0.011655961,0.010751837,0.008882911,0.007045536,1.00E-05,1.86E-05,1.59E-05,1.34E-05,1.22E-05,1.15E-05,1.22E-05,1.00E-05,7.05E-06,4.84E-06,6.79E-08,6.99E-08,-3.17E-10,-3.26E-10,0.790326253,0.169942219,1.455417082,-1.056111442,0.068064571,0.842417793,0.675906597,0.230528645,0.508957701,0.954025582,0.20592111,1.360237096,-1.297109342,0.069794376,0.620740675,0.843877139,0.263921368,0.666984362,1.118882467,0.247937382,1.485675269,-1.531881841,0.077760641,0.609828725,1.010076681,0.302706774,0.957597876,1.247664285,0.268078749,1.924250282,-1.769954374,0.090111468,0.84647112,1.131193757,0.322867042,1.366902465,5.10E-05,8.83E-05,8.15E-05,4.68E-05
CtrlhFb,20201209,18,19778.74153,11851.78899,169370521.7,5857.716053,2.530659359,0.595981098,50793.63841,49683.58753,1.668840168,0.439601289,0.733624288,0.837620861,0.862227349,0.978145868,1.015356239,15972.82702,10766.49836,1.238274321,0.000115012,6.89E-05,0.012200592,0.000518074,7398.662163,0.015592312,2681432,2098153.145,89093.98276,0.016570279,0.015216692,6.77E-06,7.85E-06,652.098184,1.088954153,0.862527143,-1.70889583,-1.403841215,0.099903194,0.40495781,1.671130829,0.297767779,1.310999971,1.595187791,0.298170001,1.458160467,-1.724672253,0.166454255,0.387659798,2.114739278,0.549879346,2.483911434,0.13200014,0.415717317,1.817638309,0.445276214,1.149313477,1.739255148,0.459699372,1.298627762,-1.718629808,0.190057673,0.390668737,2.413796682,0.851368173,2.985690432,0.091159841,1.430077461,2.581341955,0.60713029,-1.901138172,-1.60487805,0.421078871,0.230443259,-3.688654538,0.541576853,-1.004941277,0.203920975,2089704,1171,1668144,127,0.011058732,0.010457454,0.010115155,0.010970585,0.015018909,0.014790832,0.017612622,0.017811873,0.013771271,0.013606408,1.03E-05,8.33E-06,7.17E-06,8.92E-06,8.21E-06,7.80E-06,6.14E-06,5.65E-06,6.74E-06,3.34E-06,5.33E-07,8.89E-07,-2.24E-10,-3.73E-10,0.77872883,0.167024341,1.815373933,-1.062490785,0.064698421,0.842621964,0.665870372,0.236535367,0.73373993,0.944594486,0.211161718,1.877388037,-1.30601255,0.064565054,0.704896606,0.840305584,0.275192412,0.991988881,1.094833974,0.243598575,2.067634328,-1.547139104,0.068162729,0.541358268,0.98977803,0.302779276,1.288754845,1.201605719,0.226542643,2.240164458,-1.789609748,0.077100498,0.857532323,1.08363274,0.28628498,1.343428006,0.000101976,0.000141012,9.47E-05,3.52E-05
CtrlhFb,20201209,20,17297.04364,12149.08436,159177844.7,5631.468357,1.718631429,0.657791817,47064.72229,46063.02945,1.423732285,0.552465335,0.786562734,0.93770808,0.942730352,0.978716695,1.038403576,16947.6705,9753.012554,1.020614818,0.000104646,7.35E-05,0.011016614,0.000172416,7253.530828,0.008964786,1481797,1820945.46,28498.79018,0.011994975,0.007800942,1.27E-05,7.62E-06,224.5537045,1.537631624,1.662300762,-1.945139578,-1.624033529,0.104161801,0.42526785,1.621475546,0.246401631,0.776739979,1.547928807,0.24696963,0.747491858,-1.715585206,0.194049922,0.623067892,2.024515759,0.41514817,2.47234609,0.116745321,0.067682356,1.707059697,0.285398009,0.524353652,1.63674359,0.287127683,0.629914162,-1.706632229,0.184033354,0.997475494,2.204637037,0.499254902,2.950779178,0.118815777,-3.169906138,2.324324007,0.151576999,0.005644472,-1.837380424,0.429897246,0.094496993,-3.681112049,0.548793544,-0.963677734,0.211920955,747183,1232,281889,259,0.007334314,0.00636105,0.00626952,0.006793513,0.006541606,0.006699835,0.007949759,0.009059771,0.010807568,0.012470709,6.06E-06,7.67E-06,7.15E-06,6.41E-06,7.41E-06,5.56E-06,7.27E-06,9.25E-06,1.04E-05,5.17E-06,1.27E-07,1.81E-07,9.97E-11,1.42E-10,0.775737069,0.158085753,1.555743292,-1.060806958,0.068531045,0.912533503,0.65849677,0.221197452,0.436394708,0.928860324,0.18118423,1.416803364,-1.304547081,0.067933364,0.708974868,0.817763582,0.243626588,0.566656554,1.094742927,0.226000583,1.513031171,-1.543270557,0.0711882,0.661679161,0.988439517,0.285401406,0.871316954,1.238526953,0.261189167,1.853311034,-1.781626862,0.078091694,0.619573372,1.12907074,0.319353535,1.254469158,2.49E-05,6.33E-05,7.94E-05,5.19E-05
CtrlhFb,20201209,21,15708.06202,9683.113628,102694278.2,4397.670932,2.408732689,0.605136477,42315.95937,39224.06321,1.622211886,0.415432442,0.673919446,0.719361357,0.83878557,0.926933096,0.998158195,13646.54437,7511.435315,1.151065177,0.000153242,9.45E-05,0.019421876,0.000576698,5712.12727,0.008317574,852594,1990842.007,59114.49733,0.001204026,0.008641714,1.11E-06,1.05E-05,54.17698961,0.139327243,0.105535175,-1.961070171,-1.636096813,0.122121682,0.447095039,1.601721766,0.23514046,0.769780479,1.533649492,0.239992218,0.827826534,-1.690159973,0.189373195,0.527146654,2.010433432,0.393226805,2.424275211,0.116320454,0.590180572,1.702355738,0.273081981,0.709087529,1.636711909,0.289802822,0.777384917,-1.754648066,0.169543248,1.124456088,2.147213283,0.496892659,2.894613673,0.113380867,1.600902826,0.91588353,0.952687061,0.382735511,-1.855394738,0.437312759,0.019280131,-3.384906136,0.511684735,-1.466374266,0.227797115,490176,906,66000,69,0.007482753,0.006689749,0.010442873,0.009087576,0.009136658,0.00846603,0.007711472,0.007246749,0.00557655,0.004800583,8.37E-06,8.65E-06,1.37E-05,1.17E-05,1.13E-05,1.10E-05,7.53E-06,7.31E-06,5.12E-06,2.95E-06,-1.61E-08,-2.61E-08,-1.43E-10,-2.32E-10,0.771198846,0.153215694,1.589435554,-1.06300929,0.066062813,0.784777485,0.651174761,0.213913535,0.548537298,0.929133201,0.178974183,1.286684852,-1.300954336,0.06843582,0.67887965,0.817188419,0.240079685,0.497389894,1.098366624,0.222681155,1.398368592,-1.542180605,0.071486888,0.681225995,0.99371651,0.280449556,0.801398197,1.257134349,0.267556387,1.603217647,-1.77305965,0.080770385,0.6150885,1.148416174,0.325315684,1.090253674,2.35E-05,5.89E-05,7.68E-05,5.13E-05
CtrlhFb,20201209,22,18230.31111,14256.90536,191183367.1,6166.072748,1.443428907,0.676588424,51506.76429,50138.72444,1.278700437,0.591603994,0.756484285,0.931323552,0.955682004,0.973439608,1.028416774,18427.09724,10669.94867,0.989320829,9.27E-05,7.25E-05,0.013772419,0.000444297,7911.060256,0.005932925,1166509,2707880.513,87355.95508,0.008353129,0.005003365,9.37E-06,5.12E-06,145.4496639,1.669502191,1.827529453,-2.066492552,-1.709493754,0.164054746,0.521053544,1.553595215,0.213264662,0.77454519,1.474974233,0.216499571,0.702183474,-1.654861538,0.198270949,0.452209003,1.949478765,0.345931129,2.538192033,0.127225099,0.253098547,1.659178563,0.259751437,0.564138487,1.586746019,0.260829064,0.645596001,-1.691323842,0.179407455,0.46562487,2.124183156,0.456473771,2.984382303,0.104646391,2.308541585,1.919277525,0.733269784,-1.97551758,-1.956474608,0.475997943,-0.046805999,-3.648921587,0.579401285,-1.776868254,0.27407269,422709,1032,167139,207,0.0047009,0.003758695,0.003516955,0.002953004,0.004009569,0.004611385,0.005485991,0.006026094,0.007505672,0.007426367,3.92E-06,2.78E-06,2.06E-06,1.96E-06,4.35E-06,4.63E-06,6.48E-06,6.27E-06,7.58E-06,3.79E-06,1.27E-07,1.63E-07,2.58E-10,3.30E-10,0.769138469,0.149622736,1.52347057,-1.059994349,0.068805674,1.209055026,0.653814358,0.210806522,0.478062893,0.928666306,0.179276523,1.370885,-1.304627983,0.068673584,0.961036096,0.819016527,0.238877052,0.56262923,1.094247846,0.216794625,1.309266337,-1.541226982,0.0725413,0.66199738,0.985390138,0.27332213,0.670693627,1.257842245,0.253177671,1.366732991,-1.772825054,0.082586586,0.648835596,1.147251759,0.308956943,0.889038911,1.33E-05,3.34E-05,4.86E-05,4.24E-05
CtrlhFb,20201209,23,14167.74017,9884.036461,106270011.1,4815.683317,1.888901914,0.645032159,40471.40744,38272.06742,1.433396186,0.53591271,0.768175234,0.82529359,0.911710054,0.945656943,1.012242337,12398.21984,8676.326584,1.142723742,0.000131706,9.19E-05,0.01518395,0.000637818,5851.573648,0.007308522,786185,1633352.769,68610.74824,0.011203562,0.005812503,7.91E-06,5.55E-06,222.4279241,1.927493599,1.425639096,-1.983992748,-1.642711203,0.155139203,0.496420748,1.589254491,0.214703772,0.911365441,1.518654909,0.213927205,0.817052754,-1.712829028,0.184614938,0.368686372,1.962829828,0.364076455,2.515404592,0.151036136,0.365544044,1.794387015,0.332070868,0.710393239,1.718267738,0.347080699,0.962149138,-1.751299156,0.17480972,0.734369068,2.334624747,0.61505191,2.86801942,0.120587042,2.111644419,2.010546322,0.78367793,-1.487072228,-1.876422547,0.476164494,0.258556367,-3.434530248,0.541712565,-0.701073869,0.262709404,257607,557,263271,110,0.003766043,0.003314457,0.002860811,0.003699409,0.004126605,0.004939367,0.006432544,0.007826557,0.009768746,0.010650181,4.55E-06,3.64E-06,1.09E-06,3.38E-06,3.94E-06,3.88E-06,6.22E-06,7.52E-06,7.17E-06,3.59E-06,3.73E-07,5.34E-07,3.14E-10,4.50E-10,0.760506632,0.147880601,1.897285061,-1.063161662,0.069610935,1.569502976,0.643911505,0.213622028,0.6317418,0.923290072,0.181432721,1.6197528,-1.30801585,0.065727411,1.11131196,0.815089245,0.244911696,0.76782697,1.085174738,0.21836695,1.650574905,-1.547254134,0.070710326,0.788126017,0.977314609,0.279502119,0.903532853,1.229929047,0.243377856,1.759522583,-1.783776099,0.076498494,0.616568092,1.119646782,0.304399013,1.116245759,1.97E-05,4.73E-05,5.95E-05,4.47E-05
CtrlhFb,20201209,24,16598.11797,9935.770088,129368572.8,5125.204252,2.193979868,0.621549978,43989.10096,42736.54234,1.670541672,0.481992549,0.805188639,0.862338371,0.890102225,0.971525705,1.026429752,14439.32251,9196.259177,1.149508086,0.000124997,7.48E-05,0.011776646,0.000334322,6501.357878,0.008830649,1172602,1563794.328,44393.81648,0.010715848,0.008106576,1.11E-05,8.97E-06,161.4238064,1.321871033,1.23376338,-1.951773473,-1.628554058,0.104197899,0.427417314,1.616904627,0.225371016,0.71226263,1.543089376,0.221415218,0.678418035,-1.711302692,0.181722831,0.634456042,2.019656435,0.385392841,2.455874261,0.114442282,0.162129265,1.682469421,0.304497942,0.650548537,1.609882847,0.300642248,0.601073894,-1.694492886,0.185151812,0.545904592,2.167595829,0.536436471,2.922070704,0.097907904,-0.530266572,1.981704654,0.56760669,-1.704270746,-1.839967365,0.440131758,0.287668306,-3.570380645,0.556106643,-1.047922607,0.216004007,598884,1100,196428,169,0.005708594,0.004544846,0.005959204,0.007099511,0.007685491,0.006799582,0.008770219,0.009771419,0.010234851,0.011996801,3.86E-06,4.37E-06,8.34E-06,7.72E-06,7.81E-06,6.60E-06,1.01E-05,1.09E-05,1.05E-05,6.30E-06,3.31E-07,5.52E-07,4.57E-10,7.64E-10,0.766882399,0.15211909,1.627235965,-1.061660115,0.069725163,1.202411304,0.644074187,0.217015071,0.459004172,0.925010443,0.180063187,1.46934195,-1.304222768,0.068039138,0.905578977,0.813941853,0.242532802,0.605657566,1.094231708,0.224188349,1.458257138,-1.543421265,0.070670542,0.721768472,0.987694687,0.283206143,0.803119363,1.249415703,0.265026047,1.701283097,-1.779867249,0.079865195,0.620719412,1.140705648,0.322925247,1.142156363,2.46E-05,6.16E-05,7.95E-05,5.34E-05
CtrlhFb,20201209,25,16276.2727,10646.08251,134806239.7,5195.098934,2.157649109,0.624350251,46944.72919,43523.81064,1.528850888,0.493872616,0.755057587,0.746038171,0.89426459,0.927128804,0.970543189,14363.48073,9108.883861,1.133170504,0.000124403,8.14E-05,0.011415296,0.000285391,6453.383795,0.008718459,1140682,1493523.414,37339.20321,0.001631518,0.008177397,1.77E-06,8.21E-06,142.0583502,0.199515539,0.216210555,-1.959122467,-1.64033058,0.101480018,0.420271905,1.624259814,0.236198548,0.792257573,1.549809722,0.236957645,0.805888678,-1.727276072,0.178179304,0.444031978,2.018393429,0.402509685,2.470562932,0.114377121,0.187548871,1.692559378,0.282849399,0.612046198,1.622455773,0.283939061,0.531964123,-1.721641767,0.171055236,0.556201483,2.160626861,0.504555464,2.951260616,0.079854824,1.680863724,1.798803082,0.794833022,-1.191095363,-1.85442584,0.421012175,0.029275922,-3.536906604,0.570886807,-1.114289777,0.206176644,566121,1007,170550,169,0.008142247,0.006236438,0.00728974,0.006166073,0.006624164,0.006720088,0.008238449,0.009470803,0.00952072,0.009850024,9.55E-06,6.86E-06,8.08E-06,5.88E-06,6.12E-06,5.41E-06,8.03E-06,1.03E-05,9.08E-06,5.30E-06,1.16E-07,1.77E-07,2.06E-11,3.14E-11,0.762504061,0.148594294,1.645357721,-1.063247577,0.065513185,0.740814008,0.643917049,0.216737533,0.554117608,0.922326265,0.177887725,1.485906266,-1.30653104,0.065764574,0.657077136,0.809765804,0.242166911,0.597534874,1.091052125,0.222469771,1.515248423,-1.546214635,0.068513043,0.561882136,0.983740855,0.28314454,0.840187105,1.241424439,0.257585725,1.774695754,-1.782237822,0.077750386,0.629912353,1.132036568,0.317017225,1.164615515,2.30E-05,6.10E-05,7.96E-05,5.32E-05
